Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
9.81176E-4,96.75750417,0.574335754,0.012870515,0.971855761,0
9.83586E-4,97.052372336,0.574935496,0.011700468,0.974494283,0
9.87458E-4,97.348329298,0.575895399,0.010530421,0.977132806,0
9.91686E-4,97.546359616,0.576938524,0.00975039,0.978891821,0
9.96091E-4,97.84480985,0.578019934,0.008580343,0.981530343,0
9.98413E-4,98.044403149,0.578587745,0.007800312,0.983289358,0
1.01002E-3,98.346369676,0.581402428,0.006630265,0.985048373,0
1.01441E-3,98.54908969,0.582458417,0.005850234,0.986807388,0
1.02138E-3,98.753092657,0.584121972,0.005070203,0.988566403,0
1.02315E-3,99.059841795,0.584543093,0.003900156,0.991204925,0
1.03231E-3,99.265798113,0.58670618,0.003120125,0.99296394,0
1.04493E-3,99.577086861,0.589649757,0.001950078,0.995602463,0
1.04799E-3,99.786546163,0.590356329,0.001170047,0.997361478,0
1.0855E-3,100,0.598834488,0.000390016,0.999120493,0
1.0855E-3,100,0.598834488,0,0.999120493,0
