"full.name" "PA" "run" "algo" "expl.var" "rand" "var.imp"
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_14" 1 0.050529
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_12" 2 0.10408
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_10" 2 0.0691580000000001
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_15" 2 0.038995
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_16" 2 0.045569
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_4" 2 0.10769
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_5" 2 0.0877
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_14" 2 0.049864
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_12" 3 0.101381
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_10" 3 0.075478
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_15" 3 0.041157
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_16" 3 0.047814
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_4" 3 0.112954
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_5" 3 0.085573
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_14" 3 0.045966
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_12" 1 1
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_10" 1 0.501568
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_15" 1 0.107107
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_16" 1 0.445557
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_4" 1 0.36373
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_5" 1 0.629934
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_14" 1 0.060837
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_12" 2 1
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_10" 2 0.529492
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_15" 2 0.116689
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_16" 2 0.458322
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_4" 2 0.354783
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_5" 2 0.63547
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_14" 2 0.069892
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_12" 3 1
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_10" 3 0.485367
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_15" 3 0.120154
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_16" 3 0.45996
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_4" 3 0.359938
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_5" 3 0.640812
"MelQuin_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_14" 3 0.0618840000000001
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_12" 1 0.091795
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_10" 1 0.063476
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_15" 1 0.040015
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_16" 1 0.060136
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_4" 1 0.120371
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_5" 1 0.078017
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_14" 1 0.051193
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_12" 2 0.090699
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_10" 2 0.0702970000000001
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_15" 2 0.040821
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_16" 2 0.059487
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_4" 2 0.119596
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_5" 2 0.076478
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_14" 2 0.051796
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_12" 3 0.098133
"MelQuin_allData_RUN6_RF" "allData" "RUN6" "RF" "wc2.1_10m_bio_10" 3 0.069514
